FAM10943-i1-1.1_000064,NA,LytTR family transcriptional regulator
FAM10943-i1-1.1_000065,NA,hypothetical protein
FAM10943-i1-1.1_000066,NA,DUF308 domain-containing protein
FAM10943-i1-1.1_000067,NA,hypothetical protein
FAM10943-i1-1.1_000068,NA,VanZ family protein
FAM10943-i1-1.1_000069,NA,amino acid permease
FAM10943-i1-1.1_000070,NA,transcriptional repressor
FAM10943-i1-1.1_000071,NA,MFS transporter
FAM10943-i1-1.1_000072,NA,DNA-3-methyladenine glycosylase I
FAM10943-i1-1.1_000073,NA,methionine adenosyltransferase
FAM10943-i1-1.1_000074,NA,leucine--tRNA ligase
FAM10943-i1-1.1_000075,NA,type II toxin-antitoxin system HicB family antitoxin
FAM10943-i1-1.1_000076,NA,polysaccharide biosynthesis protein
FAM10943-i1-1.1_000077,NA,NAD(P)H-hydrate dehydratase
FAM10943-i1-1.1_000078,pepV,dipeptidase PepV
FAM10943-i1-1.1_000079,NA,universal stress protein
FAM10943-i1-1.1_000080,NA,glucosaminidase domain-containing protein
FAM10943-i1-1.1_000081,NA,deoxynucleoside kinase
FAM10943-i1-1.1_000082,NA,hypothetical protein
FAM10943-i1-1.1_000083,NA,LacI family DNA-binding transcriptional regulator
FAM10943-i1-1.1_000084,rbsK,ribokinase
FAM10943-i1-1.1_000085,NA,hypothetical protein
FAM10943-i1-1.1_000086,NA,CPBP family intramembrane metalloprotease
FAM10943-i1-1.1_000158,NA,GNAT family N-acetyltransferase
FAM10943-i1-1.1_000159,NA,alpha/beta hydrolase
FAM10943-i1-1.1_000160,NA,glycosyltransferase family 8 protein
FAM10943-i1-1.1_000161,NA,HD domain-containing protein
FAM10943-i1-1.1_000162,NA,hypothetical protein
FAM10943-i1-1.1_000163,NA,DegV family protein
FAM10943-i1-1.1_000164,NA,NFACT family protein
FAM10943-i1-1.1_000165,NA,ATP-grasp domain-containing protein
FAM10943-i1-1.1_000166,NA,carbamoyl phosphate synthase small subunit
FAM10943-i1-1.1_000167,NA,RluA family pseudouridine synthase
FAM10943-i1-1.1_000168,NA,signal peptidase II
FAM10943-i1-1.1_000169,NA,VPDSG-CTERM exosortase interaction domain protein
FAM10943-i1-1.1_000170,NA,ribonuclease HI family protein
FAM10943-i1-1.1_000171,NA,class I SAM-dependent RNA methyltransferase
FAM10943-i1-1.1_000172,NA,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
FAM10943-i1-1.1_000174,gpsB,cell division regulator GpsB
FAM10943-i1-1.1_000175,NA,DUF1273 domain-containing protein
FAM10943-i1-1.1_000176,recU,Holliday junction resolvase RecU
FAM10943-i1-1.1_000177,NA,PBP1A family penicillin-binding protein
FAM10943-i1-1.1_000178,NA,DMT family transporter
FAM10943-i1-1.1_000179,NA,DnaD domain protein
FAM10943-i1-1.1_000180,NA,DUF5590 domain-containing protein
FAM10943-i1-1.1_000181,NA,DEAD/DEAH box helicase
FAM10943-i1-1.1_000182,mvk,mevalonate kinase
FAM10943-i1-1.1_000183,mvaD,diphosphomevalonate decarboxylase
FAM10943-i1-1.1_000184,NA,phosphomevalonate kinase
FAM10943-i1-1.1_000185,NA,type 2 isopentenyl-diphosphate Delta-isomerase
FAM10943-i1-1.1_000186,NA,DUF1440 domain-containing protein
FAM10943-i1-1.1_000187,NA,alpha-galactosidase
FAM10943-i1-1.1_000188,NA,LacI family DNA-binding transcriptional regulator
FAM10943-i1-1.1_000189,NA,ROK family protein
FAM10943-i1-1.1_000190,NA,L-lactate dehydrogenase
FAM10943-i1-1.1_000191,NA,LrgB family protein
FAM10943-i1-1.1_000192,NA,CidA/LrgA family protein
FAM10943-i1-1.1_000193,NA,LytTR family transcriptional regulator DNA-binding domain-containing protein
FAM10943-i1-1.1_000194,NA,histidine kinase
FAM10943-i1-1.1_000195,NA,IS30 family transposase
FAM10943-i1-1.1_000255,NA,hypothetical protein
FAM10943-i1-1.1_000256,NA,2-hydroxymuconic semialdehyde hydrolase
FAM10943-i1-1.1_000257,NA,hypothetical protein
FAM10943-i1-1.1_000258,NA,hypothetical protein
FAM10943-i1-1.1_000259,NA,hypothetical protein
FAM10943-i1-1.1_000260,NA,hypothetical protein
FAM10943-i1-1.1_000261,NA,C69 family dipeptidase
FAM10943-i1-1.1_000262,NA,Ldh family oxidoreductase
FAM10943-i1-1.1_000263,NA,L-lactate dehydrogenase
FAM10943-i1-1.1_000264,NA,hypothetical protein
FAM10943-i1-1.1_000265,NA,hypothetical protein
FAM10943-i1-1.1_000266,prmA,50S ribosomal protein L11 methyltransferase
FAM10943-i1-1.1_000267,NA,16S rRNA (uracil(1498)-N(3))-methyltransferase
FAM10943-i1-1.1_000268,NA,hypothetical protein
FAM10943-i1-1.1_000269,NA,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase
FAM10943-i1-1.1_000270,NA,D-tyrosyl-tRNA(Tyr) deacylase
FAM10943-i1-1.1_000271,NA,fructosamine kinase family protein
FAM10943-i1-1.1_000272,aspS,aspartate--tRNA ligase
FAM10943-i1-1.1_000273,NA,amino acid ABC transporter ATP-binding protein
FAM10943-i1-1.1_000274,NA,ABC transporter substrate-binding protein/permease
FAM10943-i1-1.1_000275,NA,30S ribosomal protein S21
FAM10943-i1-1.1_000276,NA,GatB/YqeY domain-containing protein
FAM10943-i1-1.1_000277,bsh,choloylglycine hydrolase
FAM10943-i1-1.1_000278,NA,argininosuccinate synthase
FAM10943-i1-1.1_000279,argH,argininosuccinate lyase
FAM10943-i1-1.1_000280,NA,biotin transporter BioY
FAM10943-i1-1.1_000281,NA,biotin--[acetyl-CoA-carboxylase] ligase
FAM10943-i1-1.1_000282,NA,PhoH family protein
FAM10943-i1-1.1_000283,ybeY,rRNA maturation RNase YbeY
FAM10943-i1-1.1_000284,NA,diacylglycerol kinase family protein
FAM10943-i1-1.1_000285,era,GTPase Era
FAM10943-i1-1.1_000286,recO,DNA repair protein RecO
FAM10943-i1-1.1_000287,glyQ,glycine--tRNA ligase subunit alpha
FAM10943-i1-1.1_000288,NA,glycine--tRNA ligase subunit beta
FAM10943-i1-1.1_000289,NA,DNA primase
FAM10943-i1-1.1_000290,rpoD,RNA polymerase sigma factor RpoD
FAM10943-i1-1.1_000328,NA,MFS transporter
FAM10943-i1-1.1_000329,ltrA,group II intron reverse transcriptase/maturase
FAM10943-i1-1.1_000330,NA,IS30 family transposase
FAM10943-i1-1.1_000331,murI,glutamate racemase
FAM10943-i1-1.1_000332,gadC,glutamate:gamma-aminobutyrate antiporter
FAM10943-i1-1.1_000333,NA,glutamate decarboxylase
FAM10943-i1-1.1_000334,NA,NCS2 family permease
FAM10943-i1-1.1_000335,nrdJ,ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent
FAM10943-i1-1.1_000336,NA,DUF4430 domain-containing protein
FAM10943-i1-1.1_000337,NA,ECF transporter S component
FAM10943-i1-1.1_000338,NA,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
FAM10943-i1-1.1_000339,NA,IS1182 family transposase
FAM10943-i1-1.1_000340,NA,phage specificity protein
FAM10943-i1-1.1_000341,NA,fibronectin type III domain-containing protein
FAM10943-i1-1.1_000342,NA,hypothetical protein
FAM10943-i1-1.1_000343,NA,hypothetical protein
FAM10943-i1-1.1_000344,NA,hypothetical protein
FAM10943-i1-1.1_000345,NA,hypothetical protein
FAM10943-i1-1.1_000346,NA,hypothetical protein
FAM10943-i1-1.1_000347,NA,transposase
FAM10943-i1-1.1_000348,NA,hypothetical protein
FAM10943-i1-1.1_000349,NA,hypothetical protein
FAM10943-i1-1.1_000350,NA,hypothetical protein
FAM10943-i1-1.1_000351,NA,hypothetical protein
FAM10943-i1-1.1_000352,NA,terminase
FAM10943-i1-1.1_000355,NA,hypothetical protein
FAM10943-i1-1.1_000356,NA,hypothetical protein
FAM10943-i1-1.1_000357,NA,HU family DNA-binding protein
FAM10943-i1-1.1_000358,NA,hypothetical protein
FAM10943-i1-1.1_000359,NA,IS30 family transposase
FAM10943-i1-1.1_000397,NA,NrdH-redoxin
FAM10943-i1-1.1_000398,NA,hypothetical protein
FAM10943-i1-1.1_000408,NA,hypothetical protein
FAM10943-i1-1.1_000410,NA,deoxynucleoside kinase
FAM10943-i1-1.1_000412,NA,hypothetical protein
FAM10943-i1-1.1_000414,NA,hypothetical protein
FAM10943-i1-1.1_000415,NA,hypothetical protein
FAM10943-i1-1.1_000417,NA,hypothetical protein
FAM10943-i1-1.1_000419,NA,hypothetical protein
FAM10943-i1-1.1_000420,NA,hypothetical protein
FAM10943-i1-1.1_000422,NA,nucleoside 2-deoxyribosyltransferase
FAM10943-i1-1.1_000425,NA,hypothetical protein
FAM10943-i1-1.1_000426,NA,hypothetical protein
FAM10943-i1-1.1_000427,NA,hypothetical protein
FAM10943-i1-1.1_000428,NA,hypothetical protein
FAM10943-i1-1.1_000430,NA,putative holin-like toxin
FAM10943-i1-1.1_000432,NA,DEAD/DEAH box helicase
FAM10943-i1-1.1_000433,NA,hypothetical protein
FAM10943-i1-1.1_000434,NA,hypothetical protein
FAM10943-i1-1.1_000435,NA,hypothetical protein
FAM10943-i1-1.1_000436,NA,helix-turn-helix domain-containing protein
FAM10943-i1-1.1_000437,NA,KxYKxGKxW signal peptide domain-containing protein
FAM10943-i1-1.1_000438,NA,BspA family leucine-rich repeat surface protein
FAM10943-i1-1.1_000439,NA,MucBP domain-containing protein
FAM10943-i1-1.1_000440,NA,hypothetical protein
FAM10943-i1-1.1_000441,NA,tyrosine-type recombinase/integrase
FAM10943-i1-1.1_000442,NA,SHOCT domain-containing protein
FAM10943-i1-1.1_000443,NA,LysM domain-containing protein
FAM10943-i1-1.1_000444,NA,IS30 family transposase
FAM10943-i1-1.1_000495,NA,beta-galactosidase
FAM10943-i1-1.1_000496,NA,beta-galactosidase small subunit
FAM10943-i1-1.1_000497,NA,cell division protein
FAM10943-i1-1.1_000498,NA,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
FAM10943-i1-1.1_000499,NA,alpha/beta hydrolase
FAM10943-i1-1.1_000500,NA,PLP-dependent transferase
FAM10943-i1-1.1_000501,NA,amino acid ABC transporter permease
FAM10943-i1-1.1_000502,NA,amino acid ABC transporter ATP-binding protein
FAM10943-i1-1.1_000503,NA,extracellular solute-binding protein
FAM10943-i1-1.1_000504,NA,C1 family peptidase
FAM10943-i1-1.1_000505,rpiA,ribose-5-phosphate isomerase RpiA
FAM10943-i1-1.1_000506,NA,N-acetyltransferase
FAM10943-i1-1.1_000507,NA,dUTP diphosphatase
FAM10943-i1-1.1_000508,radA,DNA repair protein RadA
FAM10943-i1-1.1_000509,NA,PIN/TRAM domain-containing protein
FAM10943-i1-1.1_000510,NA,cysteine--tRNA ligase
FAM10943-i1-1.1_000511,NA,Mini-ribonuclease 3
FAM10943-i1-1.1_000512,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
FAM10943-i1-1.1_000513,rpmG,50S ribosomal protein L33
FAM10943-i1-1.1_000514,secE,preprotein translocase subunit SecE
FAM10943-i1-1.1_000515,nusG,transcription termination/antitermination protein NusG
FAM10943-i1-1.1_000516,rplK,50S ribosomal protein L11
FAM10943-i1-1.1_000517,rplA,50S ribosomal protein L1
FAM10943-i1-1.1_000518,NA,PLP-dependent aminotransferase family protein
FAM10943-i1-1.1_000519,NA,glycosyltransferase
FAM10943-i1-1.1_000520,wecB,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
FAM10943-i1-1.1_000521,NA,50S ribosomal protein L10
FAM10943-i1-1.1_000522,rplL,50S ribosomal protein L7/L12
FAM10943-i1-1.1_000523,NA,hypothetical protein
FAM10943-i1-1.1_000524,NA,hypothetical protein
FAM10943-i1-1.1_000525,mscL,large-conductance mechanosensitive channel protein MscL
FAM10943-i1-1.1_000526,NA,PadR family transcriptional regulator
FAM10943-i1-1.1_000527,NA,DUF1700 domain-containing protein
FAM10943-i1-1.1_000528,NA,DUF4097 family beta strand repeat protein
FAM10943-i1-1.1_000550,NA,DUF1934 domain-containing protein
FAM10943-i1-1.1_000551,NA,DNA-directed RNA polymerase subunit delta
FAM10943-i1-1.1_000552,NA,CTP synthase
FAM10943-i1-1.1_000553,NA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
FAM10943-i1-1.1_000554,NA,type B 50S ribosomal protein L31
FAM10943-i1-1.1_000555,NA,PTS sugar transporter subunit IIC
FAM10943-i1-1.1_000556,NA,alpha/beta hydrolase
FAM10943-i1-1.1_000557,NA,class A sortase
FAM10943-i1-1.1_000558,NA,triose-phosphate isomerase
FAM10943-i1-1.1_000559,fba,class II fructose-1%2C6-bisphosphate aldolase
FAM10943-i1-1.1_000560,NA,histidine phosphatase family protein
FAM10943-i1-1.1_000561,NA,low molecular weight phosphotyrosine protein phosphatase
FAM10943-i1-1.1_000562,NA,LemA family protein
FAM10943-i1-1.1_000563,htpX,zinc metalloprotease HtpX
FAM10943-i1-1.1_000564,NA,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FAM10943-i1-1.1_000565,NA,DEAD/DEAH box helicase
FAM10943-i1-1.1_000566,NA,DUF1542 domain-containing protein
FAM10943-i1-1.1_000567,NA,DUF1542 domain-containing protein
FAM10943-i1-1.1_000568,NA,glutaminase
FAM10943-i1-1.1_000594,NA,hypothetical protein
FAM10943-i1-1.1_000595,NA,hypothetical protein
FAM10943-i1-1.1_000596,NA,alpha-amylase
FAM10943-i1-1.1_000597,NA,hypothetical protein
FAM10943-i1-1.1_000598,NA,hypothetical protein
FAM10943-i1-1.1_000599,NA,hypothetical protein
FAM10943-i1-1.1_000600,NA,hypothetical protein
FAM10943-i1-1.1_000601,NA,gametolysin
FAM10943-i1-1.1_000602,NA,ASCH domain-containing protein
FAM10943-i1-1.1_000603,folB,dihydroneopterin aldolase
FAM10943-i1-1.1_000604,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
FAM10943-i1-1.1_000605,folE,GTP cyclohydrolase I FolE
FAM10943-i1-1.1_000606,NA,bifunctional folylpolyglutamate synthase/dihydrofolate synthase
FAM10943-i1-1.1_000607,NA,non-canonical purine NTP pyrophosphatase
FAM10943-i1-1.1_000608,folP,dihydropteroate synthase
FAM10943-i1-1.1_000609,NA,hypothetical protein
FAM10943-i1-1.1_000610,NA,hypothetical protein
FAM10943-i1-1.1_000612,NA,L-lactate dehydrogenase
FAM10943-i1-1.1_000613,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
FAM10943-i1-1.1_000614,NA,arginine--tRNA ligase
FAM10943-i1-1.1_000615,NA,PBP1A family penicillin-binding protein
FAM10943-i1-1.1_000616,NA,YlbF family regulator
FAM10943-i1-1.1_000617,NA,metallophosphoesterase
FAM10943-i1-1.1_000618,NA,AAA family ATPase
FAM10943-i1-1.1_000619,NA,peptidylprolyl isomerase
FAM10943-i1-1.1_000620,NA,hypothetical protein
FAM10943-i1-1.1_000621,NA,HIT family protein
FAM10943-i1-1.1_000622,NA,ABC transporter ATP-binding protein
FAM10943-i1-1.1_000623,NA,ABC transporter permease
FAM10943-i1-1.1_000624,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB
FAM10943-i1-1.1_000625,NA,YSIRK-type signal peptide-containing protein
FAM10943-i1-1.1_000626,NA,PT domain-containing protein
FAM10943-i1-1.1_000640,dltD,D-alanyl-lipoteichoic acid biosynthesis protein DltD
FAM10943-i1-1.1_000641,dltC,D-alanine--poly(phosphoribitol) ligase subunit DltC
FAM10943-i1-1.1_000642,dltB,D-alanyl-lipoteichoic acid biosynthesis protein DltB
FAM10943-i1-1.1_000643,dltA,D-alanine--poly(phosphoribitol) ligase subunit DltA
FAM10943-i1-1.1_000644,dltX,teichoic acid D-Ala incorporation-associated protein DltX
FAM10943-i1-1.1_000645,NA,holo-ACP synthase
FAM10943-i1-1.1_000646,NA,alanine racemase
FAM10943-i1-1.1_000647,NA,type II toxin-antitoxin system PemK/MazF family toxin
FAM10943-i1-1.1_000648,NA,cytosine permease
FAM10943-i1-1.1_000649,codA,cytosine deaminase
FAM10943-i1-1.1_000650,NA,2-keto-4-pentenoate hydratase
FAM10943-i1-1.1_000651,NA,CBS domain-containing protein
FAM10943-i1-1.1_000652,NA,aminoacyl-tRNA hydrolase
FAM10943-i1-1.1_000653,mfd,transcription-repair coupling factor
FAM10943-i1-1.1_000654,NA,RNA-binding S4 domain-containing protein
FAM10943-i1-1.1_000655,NA,septum formation initiator family protein
FAM10943-i1-1.1_000656,NA,RNA-binding protein S1
FAM10943-i1-1.1_000657,tilS,tRNA lysidine(34) synthetase TilS
FAM10943-i1-1.1_000658,hpt,hypoxanthine phosphoribosyltransferase
FAM10943-i1-1.1_000659,ftsH,ATP-dependent zinc metalloprotease FtsH
FAM10943-i1-1.1_000660,hslO,Hsp33 family molecular chaperone HslO
FAM10943-i1-1.1_000661,dusB,tRNA dihydrouridine synthase DusB
FAM10943-i1-1.1_000662,lysS,lysine--tRNA ligase
FAM10943-i1-1.1_000663,NA,histidine phosphatase family protein
FAM10943-i1-1.1_000664,serC,3-phosphoserine/phosphohydroxythreonine transaminase
FAM10943-i1-1.1_000665,NA,phosphoglycerate dehydrogenase
FAM10943-i1-1.1_000689,tnpA,IS200/IS605 family transposase
FAM10943-i1-1.1_000690,NA,ATP-grasp domain-containing protein
FAM10943-i1-1.1_000691,NA,xanthine phosphoribosyltransferase
FAM10943-i1-1.1_000692,NA,glycoside hydrolase family 73 protein
FAM10943-i1-1.1_000693,NA,(S)-acetoin forming diacetyl reductase
FAM10943-i1-1.1_000694,rpsI,30S ribosomal protein S9
FAM10943-i1-1.1_000695,rplM,50S ribosomal protein L13
FAM10943-i1-1.1_000696,truA,tRNA pseudouridine(38-40) synthase TruA
FAM10943-i1-1.1_000697,NA,energy-coupling factor transporter transmembrane protein EcfT
FAM10943-i1-1.1_000698,NA,energy-coupling factor transporter ATPase
FAM10943-i1-1.1_000699,NA,energy-coupling factor transporter ATPase
FAM10943-i1-1.1_000700,rplQ,50S ribosomal protein L17
FAM10943-i1-1.1_000701,NA,DNA-directed RNA polymerase subunit alpha
FAM10943-i1-1.1_000702,rpsK,30S ribosomal protein S11
FAM10943-i1-1.1_000703,rpsM,30S ribosomal protein S13
FAM10943-i1-1.1_000704,rpmJ,50S ribosomal protein L36
FAM10943-i1-1.1_000705,infA,translation initiation factor IF-1
FAM10943-i1-1.1_000706,NA,adenylate kinase
FAM10943-i1-1.1_000707,secY,preprotein translocase subunit SecY
FAM10943-i1-1.1_000708,rplO,50S ribosomal protein L15
FAM10943-i1-1.1_000709,rpmD,50S ribosomal protein L30
FAM10943-i1-1.1_000710,rpsE,30S ribosomal protein S5
FAM10943-i1-1.1_000711,rplR,50S ribosomal protein L18
FAM10943-i1-1.1_000712,rplF,50S ribosomal protein L6
FAM10943-i1-1.1_000713,rpsH,30S ribosomal protein S8
FAM10943-i1-1.1_000714,NA,type Z 30S ribosomal protein S14
FAM10943-i1-1.1_000715,rplE,50S ribosomal protein L5
FAM10943-i1-1.1_000716,rplX,50S ribosomal protein L24
FAM10943-i1-1.1_000717,rplN,50S ribosomal protein L14
FAM10943-i1-1.1_000718,rpsQ,30S ribosomal protein S17
FAM10943-i1-1.1_000719,rpmC,50S ribosomal protein L29
FAM10943-i1-1.1_000720,rplP,50S ribosomal protein L16
FAM10943-i1-1.1_000721,rpsC,30S ribosomal protein S3
FAM10943-i1-1.1_000722,rplV,50S ribosomal protein L22
FAM10943-i1-1.1_000723,rpsS,30S ribosomal protein S19
FAM10943-i1-1.1_000724,rplB,50S ribosomal protein L2
FAM10943-i1-1.1_000725,rplW,50S ribosomal protein L23
FAM10943-i1-1.1_000726,rplD,50S ribosomal protein L4
FAM10943-i1-1.1_000727,rplC,50S ribosomal protein L3
FAM10943-i1-1.1_000728,rpsJ,30S ribosomal protein S10
FAM10943-i1-1.1_000729,fusA,elongation factor G
FAM10943-i1-1.1_000730,rpsG,30S ribosomal protein S7
FAM10943-i1-1.1_000731,rpsL,30S ribosomal protein S12
FAM10943-i1-1.1_000732,NA,prepilin peptidase
FAM10943-i1-1.1_000733,NA,IS30 family transposase
FAM10943-i1-1.1_000800,NA,IS30 family transposase
FAM10943-i1-1.1_000801,NA,HAMP domain-containing protein
FAM10943-i1-1.1_000802,NA,response regulator transcription factor
FAM10943-i1-1.1_000803,rpmF,50S ribosomal protein L32
FAM10943-i1-1.1_000804,NA,DUF177 domain-containing protein
FAM10943-i1-1.1_000805,NA,nucleotidyltransferase
FAM10943-i1-1.1_000806,NA,class I SAM-dependent methyltransferase
FAM10943-i1-1.1_000807,rsfS,ribosome silencing factor
FAM10943-i1-1.1_000808,yqeK,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK
FAM10943-i1-1.1_000809,NA,nicotinate-nucleotide adenylyltransferase
FAM10943-i1-1.1_000810,yhbY,ribosome assembly RNA-binding protein YhbY
FAM10943-i1-1.1_000811,yqeH,ribosome biogenesis GTPase YqeH
FAM10943-i1-1.1_000812,NA,YqeG family HAD IIIA-type phosphatase
FAM10943-i1-1.1_000813,rplT,50S ribosomal protein L20
FAM10943-i1-1.1_000814,rpmI,50S ribosomal protein L35
FAM10943-i1-1.1_000815,infC,translation initiation factor IF-3
FAM10943-i1-1.1_000816,dnaI,primosomal protein DnaI
FAM10943-i1-1.1_000817,NA,DnaD domain protein
FAM10943-i1-1.1_000818,nrdR,transcriptional repressor NrdR
FAM10943-i1-1.1_000819,NA,dephospho-CoA kinase
FAM10943-i1-1.1_000820,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
FAM10943-i1-1.1_000821,polA,DNA polymerase I
FAM10943-i1-1.1_000822,NA,DUF1275 domain-containing protein
FAM10943-i1-1.1_000823,NA,Bax inhibitor-1/YccA family protein
FAM10943-i1-1.1_000824,NA,UDP-N-acetylmuramate--L-alanine ligase
FAM10943-i1-1.1_000825,NA,DUF4479 and tRNA-binding domain-containing protein
FAM10943-i1-1.1_000826,NA,thioredoxin family protein
FAM10943-i1-1.1_000827,NA,hypothetical protein
FAM10943-i1-1.1_000828,glsA,glutaminase A
FAM10943-i1-1.1_000829,NA,aldo/keto reductase
FAM10943-i1-1.1_000830,NA,glycosyltransferase
FAM10943-i1-1.1_000841,NA,hypothetical protein
FAM10943-i1-1.1_000842,NA,zinc-dependent alcohol dehydrogenase family protein
FAM10943-i1-1.1_000843,NA,peptidylprolyl isomerase
FAM10943-i1-1.1_000844,NA,LysR family transcriptional regulator
FAM10943-i1-1.1_000845,NA,NAD-dependent malic enzyme
FAM10943-i1-1.1_000846,NA,class II fumarate hydratase
FAM10943-i1-1.1_000847,NA,flavocytochrome c
FAM10943-i1-1.1_000848,NA,L-lactate dehydrogenase
FAM10943-i1-1.1_000849,NA,anion permease
FAM10943-i1-1.1_000850,NA,sugar-binding transcriptional regulator
FAM10943-i1-1.1_000851,NA,NADP-dependent malic enzyme
FAM10943-i1-1.1_000852,citC,[citrate (pro-3S)-lyase] ligase
FAM10943-i1-1.1_000853,citD,citrate lyase acyl carrier protein
FAM10943-i1-1.1_000854,citE,citrate (pro-3S)-lyase subunit beta
FAM10943-i1-1.1_000855,citF,citrate lyase subunit alpha
FAM10943-i1-1.1_000856,citG,triphosphoribosyl-dephospho-CoA synthase CitG
FAM10943-i1-1.1_000857,NA,alpha/beta hydrolase
FAM10943-i1-1.1_000858,NA,LysR family transcriptional regulator
FAM10943-i1-1.1_000859,NA,threonine/serine exporter family protein
FAM10943-i1-1.1_000860,NA,uracil-DNA glycosylase
FAM10943-i1-1.1_000861,NA,MFS transporter
FAM10943-i1-1.1_000862,NA,alpha/beta hydrolase
FAM10943-i1-1.1_000863,NA,DJ-1/PfpI family protein
FAM10943-i1-1.1_000876,NA,D-alanyl-D-alanine carboxypeptidase
FAM10943-i1-1.1_000877,NA,alpha/beta hydrolase
FAM10943-i1-1.1_000878,NA,glycerol dehydrogenase
FAM10943-i1-1.1_000879,NA,LTA synthase family protein
FAM10943-i1-1.1_000880,NA,hypothetical protein
FAM10943-i1-1.1_000881,NA,phosphoglycerate mutase family protein
FAM10943-i1-1.1_000882,NA,YfcC family protein
FAM10943-i1-1.1_000883,nhaC,Na+/H+ antiporter NhaC
FAM10943-i1-1.1_000884,NA,purine permease
FAM10943-i1-1.1_000885,NA,C69 family dipeptidase
FAM10943-i1-1.1_000886,NA,magnesium transporter CorA family protein
FAM10943-i1-1.1_000887,NA,RluA family pseudouridine synthase
FAM10943-i1-1.1_000888,NA,TerC family protein
FAM10943-i1-1.1_000889,trxA,thioredoxin
FAM10943-i1-1.1_000890,NA,MATE family efflux transporter
FAM10943-i1-1.1_000891,NA,winged helix-turn-helix transcriptional regulator
FAM10943-i1-1.1_000892,NA,cadmium resistance transporter
FAM10943-i1-1.1_000893,NA,ATP-binding cassette domain-containing protein
FAM10943-i1-1.1_000894,NA,ABC transporter permease
FAM10943-i1-1.1_000895,NA,ABC transporter substrate-binding protein
FAM10943-i1-1.1_000896,NA,C40 family peptidase
FAM10943-i1-1.1_000897,NA,patatin family protein
FAM10943-i1-1.1_000898,NA,hypothetical protein
FAM10943-i1-1.1_000899,NA,DUF3278 domain-containing protein
FAM10943-i1-1.1_000900,NA,helix-turn-helix domain-containing protein
FAM10943-i1-1.1_000912,NA,site-specific integrase
FAM10943-i1-1.1_000913,lepA,elongation factor 4
FAM10943-i1-1.1_000914,dnaJ,molecular chaperone DnaJ
FAM10943-i1-1.1_000915,dnaK,molecular chaperone DnaK
FAM10943-i1-1.1_000916,grpE,nucleotide exchange factor GrpE
FAM10943-i1-1.1_000917,hrcA,heat-inducible transcriptional repressor HrcA
FAM10943-i1-1.1_000918,NA,hypothetical protein
FAM10943-i1-1.1_000919,ribF,riboflavin biosynthesis protein RibF
FAM10943-i1-1.1_000920,truB,tRNA pseudouridine(55) synthase TruB
FAM10943-i1-1.1_000921,rbfA,30S ribosome-binding factor RbfA
FAM10943-i1-1.1_000922,infB,translation initiation factor IF-2
FAM10943-i1-1.1_000923,NA,ribosomal L7Ae/L30e/S12e/Gadd45 family protein
FAM10943-i1-1.1_000924,NA,YlxR family protein
FAM10943-i1-1.1_000925,nusA,transcription termination/antitermination protein NusA
FAM10943-i1-1.1_000926,rimP,ribosome maturation factor RimP
FAM10943-i1-1.1_000927,NA,PolC-type DNA polymerase III
FAM10943-i1-1.1_000928,NA,proline--tRNA ligase
FAM10943-i1-1.1_000929,rseP,RIP metalloprotease RseP
FAM10943-i1-1.1_000930,NA,phosphatidate cytidylyltransferase
FAM10943-i1-1.1_000931,NA,isoprenyl transferase
FAM10943-i1-1.1_000932,NA,IS200/IS605 family transposase
FAM10943-i1-1.1_000944,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
FAM10943-i1-1.1_000945,NA,tRNA (adenine-N(1))-methyltransferase
FAM10943-i1-1.1_000946,NA,Nif3-like dinuclear metal center hexameric protein
FAM10943-i1-1.1_000947,pepT,peptidase T
FAM10943-i1-1.1_000948,NA,site-specific integrase
FAM10943-i1-1.1_000951,NA,hypothetical protein
FAM10943-i1-1.1_000954,NA,LexA family transcriptional regulator
FAM10943-i1-1.1_000955,NA,helix-turn-helix domain-containing protein
FAM10943-i1-1.1_000958,NA,hypothetical protein
FAM10943-i1-1.1_000959,NA,DNA-binding protein
FAM10943-i1-1.1_000960,NA,hypothetical protein
FAM10943-i1-1.1_000961,NA,hypothetical protein
FAM10943-i1-1.1_000963,NA,DnaD domain protein
FAM10943-i1-1.1_000964,NA,site-specific integrase
FAM10943-i1-1.1_000965,NA,SAM-dependent DNA methyltransferase
