gene,kmer_cluster,kmer_fisher_pvalue,kmer_fisher_qvalue,cluster_name_original,centroid
LWH10-1.2_003225,kmer_cluster_40,0.255060728744939,0.779196511990034,cluster.fasta146,centroid=LM3X-1.2_001126;seqs=16
LBN7-1.2_001822,kmer_cluster_40,0.255060728744939,0.779196511990034,cluster.fasta146,centroid=LM3X-1.2_001126;seqs=16
LWH11-1.2_000874,kmer_cluster_40,0.255060728744939,0.779196511990034,cluster.fasta146,centroid=LM3X-1.2_001126;seqs=16
LWO12-1.2_003251,kmer_cluster_40,0.255060728744939,0.779196511990034,cluster.fasta146,centroid=LM3X-1.2_001126;seqs=16
LWO14-1.2_001724,kmer_cluster_40,0.255060728744939,0.779196511990034,cluster.fasta146,centroid=LM3X-1.2_001126;seqs=16
Leaf161-1-1.1_001364,kmer_cluster_40,0.255060728744939,0.779196511990034,cluster.fasta146,centroid=LM3X-1.2_001126;seqs=16
LWH13-1.2_002885,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
Leaf320-1-1.1_001830,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
Root1433D1-1-1.1_000927,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
Root322-1-1.1_001878,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LBN7-1.2_002428,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LWH11-1.2_001504,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LWO14-1.2_002204,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LM3X-1.2_001699,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LMB2-1.2_001858,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LMS4-1.2_001858,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LMX7-1.2_002443,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LTA6-1.2_001563,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LWH12-1.2_002515,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LWO13-1.2_001308,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LWH10-1.2_003764,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LWH3-1.2_001538,kmer_cluster_61,1.00211446151379e-05,0.000214298323308334,cluster.fasta147,centroid=LWH13-1.2_002885;seqs=16
LMI12-1-1.1_003700,kmer_cluster_190,4.39388648509894e-05,0.00087250031632679,cluster.fasta148,centroid=LMI12-1-1.1_003700;seqs=5
LWH3-1.2_001999,kmer_cluster_190,4.39388648509894e-05,0.00087250031632679,cluster.fasta148,centroid=LMI12-1-1.1_003700;seqs=5
LWH7-1.2_001389,kmer_cluster_190,4.39388648509894e-05,0.00087250031632679,cluster.fasta148,centroid=LMI12-1-1.1_003700;seqs=5
LWS13-1.2_003943,kmer_cluster_190,4.39388648509894e-05,0.00087250031632679,cluster.fasta148,centroid=LMI12-1-1.1_003700;seqs=5
Root166-1-1.1_003108,kmer_cluster_190,4.39388648509894e-05,0.00087250031632679,cluster.fasta148,centroid=LMI12-1-1.1_003700;seqs=5
LWO14-1.2_000190,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWH3-1.2_002731,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWH7-1.2_000563,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWS13-1.2_000258,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
Leaf288-1-1.1_001522,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
Root166-1-1.1_002201,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LM3X-1.2_003348,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LMB2-1.2_003505,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LMS4-1.2_003598,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LMX7-1.2_000402,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LTA6-1.2_003351,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWH10-1.2_001590,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWH12-1.2_000808,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWH13-1.2_001099,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWO13-1.2_003117,kmer_cluster_160,1,1,cluster.fasta149,centroid=LWO14-1.2_000190;seqs=15
LWH7-1.2_002754,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Leaf288-1-1.1_000355,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWH3-1.2_000800,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LMI12-1-1.1_001900,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWS13-1.2_002528,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Leaf203-1-1.1_000874,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LMI1-1-1.1_002780,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LM3X-1.2_001262,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LMB2-1.2_001421,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LMX7-1.2_002007,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Root61-1-1.1_002536,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWO14-1.2_001854,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
KHB019-1-1.1_001959,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWH13-1.2_003194,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWO12-1.2_003128,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Leaf159-1-1.1_002370,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Leaf320-1-1.1_001526,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Root166-1-1.1_000960,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Root280D1-1-1.1_000263,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LBN7-1.2_001926,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LMS4-1.2_001528,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LTA6-1.2_001230,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWH11-1.2_001002,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWH12-1.2_002824,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWO13-1.2_000966,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Root1433D1-1-1.1_003271,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Root322-1-1.1_002269,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
Root53-1-1.1_000706,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LWH10-1.2_003343,kmer_cluster_44,1,1,cluster.fasta15,centroid=LWH7-1.2_002754;seqs=29
LMI12-1-1.1_003431,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWH3-1.2_002273,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWS13-1.2_000711,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
KHB019-1-1.1_000236,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LBN7-1.2_003692,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LM3X-1.2_002866,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LMB2-1.2_003025,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LMI1x-1-1.1_002649,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LMS4-1.2_003208,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LMX7-1.2_003610,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LTA6-1.2_002971,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWH10-1.2_001205,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWH11-1.2_002764,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWH12-1.2_001188,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWO12-1.2_001410,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWO13-1.2_002711,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWO14-1.2_003384,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
Leaf161-1-1.1_003303,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
Root280D1-1-1.1_002280,kmer_cluster_143,1,1,cluster.fasta150,centroid=LMI12-1-1.1_003431;seqs=19
LWS13-1.2_000259,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LWH3-1.2_002730,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LWH7-1.2_000564,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
Leaf288-1-1.1_001521,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LMS4-1.2_003597,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LTA6-1.2_003350,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LWH12-1.2_000809,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
Root166-1-1.1_002200,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LM3X-1.2_003347,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LMB2-1.2_003504,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LMX7-1.2_000401,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LWO14-1.2_000189,kmer_cluster_159,1,1,cluster.fasta151,centroid=LWS13-1.2_000259;seqs=12
LBN7-1.2_003326,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LM3X-1.2_002505,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LMB2-1.2_002664,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LMS4-1.2_002829,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LMX7-1.2_003249,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LTA6-1.2_002573,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LWH10-1.2_000771,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LWH11-1.2_002399,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LWH12-1.2_001555,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LWO12-1.2_001790,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LWO13-1.2_002320,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LWO14-1.2_003017,kmer_cluster_124,1,1,cluster.fasta152,centroid=LBN7-1.2_003326;seqs=12
LM3X-1.2_003719,kmer_cluster_172,0.234877888128662,0.779196511990034,cluster.fasta153,centroid=LM3X-1.2_003719;seqs=3
LMB2-1.2_003702,kmer_cluster_172,0.234877888128662,0.779196511990034,cluster.fasta153,centroid=LM3X-1.2_003719;seqs=3
LMX7-1.2_003690,kmer_cluster_172,0.234877888128662,0.779196511990034,cluster.fasta153,centroid=LM3X-1.2_003719;seqs=3
LWO13-1.2_003116,kmer_cluster_191,1,1,cluster.fasta154,centroid=LWO13-1.2_003116;seqs=3
LWH10-1.2_001589,kmer_cluster_191,1,1,cluster.fasta154,centroid=LWO13-1.2_003116;seqs=3
LWH13-1.2_001100,kmer_cluster_191,1,1,cluster.fasta154,centroid=LWO13-1.2_003116;seqs=3
LMS4-1.2_002456,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LTA6-1.2_002278,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWH12-1.2_001835,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWO13-1.2_002033,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWH10-1.2_000473,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LBN7-1.2_003013,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LM3X-1.2_002276,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LMB2-1.2_002435,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LMX7-1.2_003020,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWH11-1.2_002087,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWH13-1.2_002159,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWH3-1.2_003372,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWH7-1.2_003980,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LWO14-1.2_002756,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
Leaf159-1-1.1_003058,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
Root1433D1-1-1.1_000445,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
Root322-1-1.1_001425,kmer_cluster_105,1,1,cluster.fasta155,centroid=LMS4-1.2_002456;seqs=17
LMI1x-1-1.1_001969,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
KHB019-1-1.1_002482,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LBN7-1.2_003246,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LM3X-1.2_002454,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LMB2-1.2_002613,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LMX7-1.2_003198,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWH10-1.2_000694,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWH11-1.2_002320,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWH13-1.2_001985,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWO14-1.2_002973,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
Leaf320-1-1.1_002163,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
Root280D1-1-1.1_003202,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LMI12-1-1.1_000136,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWS13-1.2_001065,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LMS4-1.2_002744,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LTA6-1.2_002490,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWH12-1.2_001639,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWO13-1.2_002236,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWH7-1.2_000109,kmer_cluster_115,1,1,cluster.fasta156,centroid=LMI1x-1-1.1_001969;seqs=19
LWH7-1.2_003507,kmer_cluster_192,0.509156319834852,1,cluster.fasta157,centroid=LWH7-1.2_003507;seqs=1
LWO14-1.2_003098,kmer_cluster_129,1,1,cluster.fasta158,centroid=LWO14-1.2_003098;seqs=6
LM3X-1.2_002589,kmer_cluster_129,1,1,cluster.fasta158,centroid=LWO14-1.2_003098;seqs=6
LMB2-1.2_002748,kmer_cluster_129,1,1,cluster.fasta158,centroid=LWO14-1.2_003098;seqs=6
LMX7-1.2_003333,kmer_cluster_129,1,1,cluster.fasta158,centroid=LWO14-1.2_003098;seqs=6
Leaf161-1-1.1_000012,kmer_cluster_129,1,1,cluster.fasta158,centroid=LWO14-1.2_003098;seqs=6
Root280D1-1-1.1_003331,kmer_cluster_129,1,1,cluster.fasta158,centroid=LWO14-1.2_003098;seqs=6
LMI1-1-1.1_000385,kmer_cluster_193,0.470708489029499,1,cluster.fasta159,centroid=LMI1-1-1.1_000385;seqs=1
LWH3-1.2_001043,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LBN7-1.2_001557,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LWH11-1.2_000596,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
Leaf288-1-1.1_000077,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LWH7-1.2_002496,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
Root1433D1-1-1.1_002303,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
Root322-1-1.1_002573,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LM3X-1.2_000903,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LMB2-1.2_001062,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LMX7-1.2_001648,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LWO14-1.2_001505,kmer_cluster_39,1,1,cluster.fasta16,centroid=LWH3-1.2_001043;seqs=11
LTA6-1.2_002021,kmer_cluster_194,0.0201453956737606,0.140010499932636,cluster.fasta160,centroid=LTA6-1.2_002021;seqs=2
LWO13-1.2_001779,kmer_cluster_194,0.0201453956737606,0.140010499932636,cluster.fasta160,centroid=LTA6-1.2_002021;seqs=2
LMS4-1.2_001984,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
LTA6-1.2_001689,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
LWH12-1.2_002379,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
LWH13-1.2_002781,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
LWO12-1.2_002623,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
LWO13-1.2_001434,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
Leaf161-1-1.1_000837,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
Leaf320-1-1.1_001920,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
Root280D1-1-1.1_003480,kmer_cluster_195,0.306885900290337,0.90759872639057,cluster.fasta161,centroid=LMS4-1.2_001984;seqs=9
LMS4-1.2_003406,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LTA6-1.2_003167,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWH12-1.2_000994,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWO13-1.2_002924,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWO14-1.2_003621,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
Root280D1-1-1.1_002028,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LBN7-1.2_003907,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LM3X-1.2_003131,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LMB2-1.2_003289,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LMX7-1.2_000186,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWH10-1.2_001406,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWH11-1.2_002975,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
Leaf203-1-1.1_003302,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LMI12-1-1.1_003310,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWH3-1.2_002401,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWH7-1.2_000924,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWS13-1.2_000596,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
Leaf288-1-1.1_001159,kmer_cluster_152,1,1,cluster.fasta162,centroid=LMS4-1.2_003406;seqs=18
LWH12-1.2_001885,kmer_cluster_196,1,1,cluster.fasta163,centroid=LWH12-1.2_001885;seqs=4
LBN7-1.2_002957,kmer_cluster_196,1,1,cluster.fasta163,centroid=LWH12-1.2_001885;seqs=4
LWH10-1.2_000413,kmer_cluster_196,1,1,cluster.fasta163,centroid=LWH12-1.2_001885;seqs=4
LWH11-1.2_002031,kmer_cluster_196,1,1,cluster.fasta163,centroid=LWH12-1.2_001885;seqs=4
LWH3-1.2_001673,kmer_cluster_197,0.0660295923453818,0.282403487261787,cluster.fasta164,centroid=LWH3-1.2_001673;seqs=2
LWH7-1.2_001714,kmer_cluster_197,0.0660295923453818,0.282403487261787,cluster.fasta164,centroid=LWH3-1.2_001673;seqs=2
LBN7-1.2_000203,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LM3X-1.2_003470,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LMB2-1.2_003627,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LMI12-1-1.1_003718,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LMS4-1.2_003739,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LMX7-1.2_000524,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LTA6-1.2_003496,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWH11-1.2_003283,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWH12-1.2_000667,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWH3-1.2_001985,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWH7-1.2_001408,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWO12-1.2_000880,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWO13-1.2_003264,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWO14-1.2_000368,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LWS13-1.2_003925,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
Leaf288-1-1.1_002856,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
Root1433D1-1-1.1_002031,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
Root322-1-1.1_000782,kmer_cluster_167,1,1,cluster.fasta165,centroid=LBN7-1.2_000203;seqs=18
LBN7-1.2_001138,kmer_cluster_71,2.6061181042464e-06,6.58637120891363e-05,cluster.fasta166,centroid=LBN7-1.2_001138;seqs=9
