Isolate,orthogroup,genes,ampo_positive,mhpa_positive
LMB2,OG0002361,LMB2-1.2_000717,FALSE,FALSE
LMB2,OG0002362,LMB2-1.2_000718,FALSE,FALSE
LMB2,OG0002374,LMB2-1.2_002078,FALSE,FALSE
LMB2,OG0002374,LMB2-1.2_002158,FALSE,FALSE
LMB2,OG0002376,LMB2-1.2_001222,FALSE,FALSE
LMB2,OG0002409,LMB2-1.2_003157,FALSE,FALSE
LMB2,OG0002434,LMB2-1.2_003198,FALSE,FALSE
LMB2,OG0002456,LMB2-1.2_003104,FALSE,FALSE
LMB2,OG0002485,LMB2-1.2_002023,FALSE,FALSE
LMB2,OG0002551,LMB2-1.2_002092,FALSE,FALSE
LMB2,OG0002559,LMB2-1.2_002029,FALSE,FALSE
LMB2,OG0002576,LMB2-1.2_002283,FALSE,FALSE
LMB2,OG0002577,LMB2-1.2_002284,FALSE,FALSE
LMB2,OG0002638,LMB2-1.2_001331,FALSE,FALSE
LMB2,OG0002665,LMB2-1.2_003235,FALSE,FALSE
LMB2,OG0002678,LMB2-1.2_003711,FALSE,FALSE
LMB2,OG0002689,LMB2-1.2_000349,FALSE,FALSE
LMB2,OG0002693,LMB2-1.2_001078,FALSE,FALSE
LMB2,OG0002704,LMB2-1.2_002648,FALSE,FALSE
LMB2,OG0002705,LMB2-1.2_002649,FALSE,FALSE
LMB2,OG0002750,LMB2-1.2_000515,FALSE,FALSE
LMB2,OG0002757,LMB2-1.2_002546,FALSE,FALSE
LMB2,OG0002759,LMB2-1.2_001056,FALSE,FALSE
LMB2,OG0002811,LMB2-1.2_002084,FALSE,FALSE
LMB2,OG0002830,LMB2-1.2_002967,FALSE,FALSE
LMB2,OG0002831,LMB2-1.2_002968,FALSE,FALSE
LMB2,OG0002872,LMB2-1.2_002047,FALSE,FALSE
LMB2,OG0002896,LMB2-1.2_002062,FALSE,FALSE
LMB2,OG0002915,LMB2-1.2_000749,FALSE,FALSE
LMB2,OG0002965,LMB2-1.2_003582,FALSE,FALSE
LMB2,OG0002971,LMB2-1.2_002091,TRUE,FALSE
LMB2,OG0002972,LMB2-1.2_002083,TRUE,FALSE
LMB2,OG0002973,LMB2-1.2_002082,TRUE,FALSE
LMB2,OG0002975,LMB2-1.2_002547,FALSE,FALSE
LMB2,OG0002982,LMB2-1.2_000430,FALSE,FALSE
LMB2,OG0003002,LMB2-1.2_000680,FALSE,FALSE
LMB2,OG0003032,LMB2-1.2_002883,FALSE,FALSE
LMB2,OG0003089,LMB2-1.2_002030,FALSE,FALSE
LMB2,OG0003104,LMB2-1.2_001631,FALSE,FALSE
LMB2,OG0003117,LMB2-1.2_002776,FALSE,FALSE
LMB2,OG0003159,LMB2-1.2_001803,FALSE,FALSE
LMB2,OG0003161,LMB2-1.2_002053,FALSE,FALSE
LMB2,OG0003179,LMB2-1.2_000660,FALSE,FALSE
LMB2,OG0003182,LMB2-1.2_002041,FALSE,FALSE
LMB2,OG0003184,LMB2-1.2_001064,FALSE,FALSE
LMB2,OG0003197,LMB2-1.2_002758,FALSE,FALSE
LMB2,OG0003211,LMB2-1.2_002775,FALSE,FALSE
LMB2,OG0003273,LMB2-1.2_002045,FALSE,FALSE
LMB2,OG0003274,LMB2-1.2_002049,FALSE,FALSE
LMB2,OG0003275,LMB2-1.2_002050,FALSE,FALSE
LMB2,OG0003289,LMB2-1.2_000441,FALSE,FALSE
LMB2,OG0003292,LMB2-1.2_001647,FALSE,FALSE
LMB2,OG0003293,LMB2-1.2_001646,FALSE,FALSE
LMB2,OG0003303,LMB2-1.2_001380,FALSE,FALSE
LMB2,OG0003305,LMB2-1.2_001632,FALSE,FALSE
LMB2,OG0003305,LMB2-1.2_001812,FALSE,FALSE
LMB2,OG0003306,LMB2-1.2_001639,FALSE,FALSE
LMB2,OG0003307,LMB2-1.2_001640,FALSE,FALSE
LMB2,OG0003308,LMB2-1.2_001890,FALSE,FALSE
LMB2,OG0003312,LMB2-1.2_002650,FALSE,FALSE
LMB2,OG0003326,LMB2-1.2_002106,FALSE,FALSE
LMB2,OG0003390,LMB2-1.2_003515,FALSE,FALSE
LMB2,OG0003395,LMB2-1.2_002031,FALSE,FALSE
LMB2,OG0003398,LMB2-1.2_000957,FALSE,FALSE
LMB2,OG0003399,LMB2-1.2_001063,FALSE,FALSE
LMB2,OG0003411,LMB2-1.2_002184,FALSE,FALSE
LMB2,OG0003417,LMB2-1.2_001206,FALSE,FALSE
LMB2,OG0003418,LMB2-1.2_001382,FALSE,FALSE
LMB2,OG0003504,LMB2-1.2_001635,FALSE,FALSE
LMB2,OG0003510,LMB2-1.2_000442,FALSE,FALSE
LMB2,OG0003515,LMB2-1.2_001648,FALSE,FALSE
LMB2,OG0003516,LMB2-1.2_002039,FALSE,FALSE
LMB2,OG0003517,LMB2-1.2_002037,FALSE,FALSE
LMB2,OG0003518,LMB2-1.2_002028,FALSE,FALSE
LMB2,OG0003521,LMB2-1.2_001233,FALSE,FALSE
LMB2,OG0003524,LMB2-1.2_002021,FALSE,FALSE
LMB2,OG0003538,LMB2-1.2_002464,FALSE,FALSE
LMB2,OG0003541,LMB2-1.2_000814,FALSE,FALSE
LMB2,OG0003564,LMB2-1.2_002020,FALSE,FALSE
LMB2,OG0003564,LMB2-1.2_002043,FALSE,FALSE
LMB2,OG0003656,LMB2-1.2_001238,FALSE,FALSE
LMB2,OG0003657,LMB2-1.2_001239,FALSE,FALSE
LMB2,OG0003673,LMB2-1.2_001643,FALSE,FALSE
LMB2,OG0003687,LMB2-1.2_003011,FALSE,FALSE
LMB2,OG0003689,LMB2-1.2_001403,FALSE,FALSE
LMB2,OG0003697,LMB2-1.2_001207,FALSE,FALSE
LMB2,OG0003698,LMB2-1.2_001208,FALSE,FALSE
LMB2,OG0003699,LMB2-1.2_001209,FALSE,FALSE
LMB2,OG0003709,LMB2-1.2_001766,FALSE,FALSE
LMB2,OG0003711,LMB2-1.2_002795,FALSE,FALSE
LMB2,OG0003840,LMB2-1.2_001518,FALSE,FALSE
LMB2,OG0003859,LMB2-1.2_001218,FALSE,FALSE
LMB2,OG0004013,LMB2-1.2_001412,FALSE,FALSE
LMB2,OG0004023,LMB2-1.2_002951,FALSE,FALSE
LMB2,OG0004202,LMB2-1.2_001520,FALSE,FALSE
LMB2,OG0004211,LMB2-1.2_002948,FALSE,FALSE
LMB2,OG0004212,LMB2-1.2_002952,FALSE,FALSE
LMB2,OG0004243,LMB2-1.2_001638,FALSE,FALSE
LMB2,OG0004450,LMB2-1.2_000588,FALSE,FALSE
LMB2,OG0004460,LMB2-1.2_001332,FALSE,FALSE
LMB2,OG0004461,LMB2-1.2_001124,FALSE,FALSE
LMB2,OG0004463,LMB2-1.2_002797,FALSE,FALSE
LMB2,OG0004464,LMB2-1.2_002962,FALSE,FALSE
LMB2,OG0004465,LMB2-1.2_002957,FALSE,FALSE
LMB2,OG0004467,LMB2-1.2_001563,FALSE,FALSE
LMB2,OG0004468,LMB2-1.2_001637,FALSE,FALSE
LMB2,OG0004472,LMB2-1.2_000765,FALSE,FALSE
LMB2,OG0004473,LMB2-1.2_000764,FALSE,FALSE
LMB2,OG0004474,LMB2-1.2_002145,FALSE,FALSE
LMB2,OG0004476,LMB2-1.2_002206,FALSE,FALSE
LMB2,OG0004477,LMB2-1.2_002208,FALSE,FALSE
LMB2,OG0004487,LMB2-1.2_000681,FALSE,FALSE
LMB2,OG0004489,LMB2-1.2_000708,FALSE,FALSE
LMB2,OG0004509,LMB2-1.2_001779,FALSE,FALSE
LMB2,OG0004512,LMB2-1.2_002068,FALSE,FALSE
LMB2,OG0004513,LMB2-1.2_002074,FALSE,FALSE
LMB2,OG0004515,LMB2-1.2_002291,FALSE,FALSE
LMB2,OG0004523,LMB2-1.2_000066,FALSE,FALSE
LMB2,OG0004524,LMB2-1.2_000067,FALSE,FALSE
LMI1,OG0001624,LMI1_002005,FALSE,FALSE
LMI1,OG0001681,LMI1_002134,FALSE,FALSE
LMI1,OG0001860,LMI1_002510,FALSE,FALSE
LMI1,OG0002086,LMI1_002868,FALSE,FALSE
LMI1,OG0002176,LMI1_001235,FALSE,FALSE
LMI1,OG0002278,LMI1_002834,FALSE,FALSE
LMI1,OG0002349,LMI1_001129,FALSE,FALSE
LMI1,OG0002394,LMI1_000355,FALSE,FALSE
LMI1,OG0002477,LMI1_001335,FALSE,FALSE
LMI1,OG0002595,LMI1_000867,FALSE,FALSE
LMI1,OG0002600,LMI1_002200,FALSE,FALSE
LMI1,OG0002602,LMI1_002320,FALSE,FALSE
LMI1,OG0002678,LMI1_003002,FALSE,FALSE
LMI1,OG0003117,LMI1_000084,FALSE,FALSE
LMI1,OG0003117,LMI1_000085,FALSE,FALSE
LMI1,OG0003117,LMI1_002617,FALSE,FALSE
LMI1,OG0003120,LMI1_000229,FALSE,FALSE
LMI1,OG0003124,LMI1_000227,FALSE,FALSE
LMI1,OG0003125,LMI1_000228,FALSE,FALSE
LMI1,OG0003135,LMI1_002335,FALSE,FALSE
LMI1,OG0003211,LMI1_000083,FALSE,FALSE
LMI1,OG0003211,LMI1_002618,FALSE,FALSE
LMI1,OG0003219,LMI1_001237,FALSE,FALSE
LMI1,OG0003225,LMI1_002326,FALSE,FALSE
LMI1,OG0003226,LMI1_002331,FALSE,FALSE
LMI1,OG0003227,LMI1_002332,FALSE,FALSE
LMI1,OG0003232,LMI1_002327,FALSE,FALSE
LMI1,OG0003233,LMI1_002330,FALSE,FALSE
LMI1,OG0003331,LMI1_001441,FALSE,FALSE
LMI1,OG0003331,LMI1_001659,FALSE,FALSE
LMI1,OG0003439,LMI1_001021,FALSE,FALSE
LMI1,OG0003721,LMI1_000247,FALSE,FALSE
LMI1,OG0003728,LMI1_001453,FALSE,FALSE
LMI1,OG0003730,LMI1_001524,FALSE,FALSE
LMI1,OG0003740,LMI1_002391,FALSE,FALSE
LMI1,OG0003744,LMI1_002805,FALSE,FALSE
LMI11,OG0000108,LMI11_001557,FALSE,FALSE
LMI11,OG0000197,LMI11_001687,FALSE,FALSE
LMI11,OG0000359,LMI11_002688,FALSE,FALSE
LMI11,OG0000609,LMI11_003455,FALSE,FALSE
LMI11,OG0001624,LMI11_000767,FALSE,FALSE
LMI11,OG0001624,LMI11_002648,FALSE,FALSE
LMI11,OG0001839,LMI11_003468,FALSE,FALSE
LMI11,OG0001860,LMI11_000218,FALSE,FALSE
LMI11,OG0001860,LMI11_003633,FALSE,FALSE
LMI11,OG0001904,LMI11_000951,FALSE,FALSE
LMI11,OG0001923,LMI11_003449,FALSE,FALSE
LMI11,OG0001961,LMI11_000028,FALSE,FALSE
LMI11,OG0001961,LMI11_000178,FALSE,FALSE
LMI11,OG0002091,LMI11_001364,FALSE,FALSE
LMI11,OG0002112,LMI11_001062,FALSE,FALSE
LMI11,OG0002151,LMI11_003636,FALSE,FALSE
LMI11,OG0002152,LMI11_002207,FALSE,FALSE
LMI11,OG0002173,LMI11_000973,FALSE,FALSE
LMI11,OG0002174,LMI11_001005,FALSE,FALSE
LMI11,OG0002176,LMI11_002603,FALSE,FALSE
LMI11,OG0002178,LMI11_000428,FALSE,FALSE
LMI11,OG0002181,LMI11_001800,FALSE,FALSE
LMI11,OG0002193,LMI11_003452,FALSE,FALSE
LMI11,OG0002194,LMI11_003470,FALSE,FALSE
LMI11,OG0002204,LMI11_003456,FALSE,FALSE
LMI11,OG0002234,LMI11_002282,FALSE,FALSE
LMI11,OG0002278,LMI11_002796,FALSE,FALSE
LMI11,OG0002286,LMI11_001695,FALSE,FALSE
LMI11,OG0002349,LMI11_000470,FALSE,FALSE
LMI11,OG0002361,LMI11_002324,FALSE,FALSE
LMI11,OG0002362,LMI11_002323,FALSE,FALSE
LMI11,OG0002394,LMI11_000196,FALSE,FALSE
LMI11,OG0002409,LMI11_000391,FALSE,FALSE
LMI11,OG0002434,LMI11_000431,FALSE,FALSE
LMI11,OG0002477,LMI11_003114,FALSE,FALSE
LMI11,OG0002576,LMI11_003196,FALSE,FALSE
LMI11,OG0002577,LMI11_003195,FALSE,FALSE
LMI11,OG0002595,LMI11_001376,FALSE,FALSE
LMI11,OG0002600,LMI11_001022,FALSE,FALSE
LMI11,OG0002602,LMI11_001008,FALSE,FALSE
LMI11,OG0002638,LMI11_001694,FALSE,FALSE
LMI11,OG0002665,LMI11_002670,FALSE,FALSE
LMI11,OG0002689,LMI11_001341,FALSE,FALSE
LMI11,OG0002693,LMI11_001977,FALSE,FALSE
LMI11,OG0002750,LMI11_002491,FALSE,FALSE
LMI11,OG0002759,LMI11_001986,FALSE,FALSE
LMI11,OG0002811,LMI11_000690,FALSE,FALSE
LMI11,OG0002830,LMI11_000184,FALSE,FALSE
LMI11,OG0002831,LMI11_000185,FALSE,FALSE
LMI11,OG0002915,LMI11_002328,FALSE,FALSE
LMI11,OG0002965,LMI11_000912,FALSE,FALSE
LMI11,OG0003032,LMI11_000110,FALSE,FALSE
LMI11,OG0003120,LMI11_001602,FALSE,FALSE
LMI11,OG0003124,LMI11_001600,FALSE,FALSE
LMI11,OG0003125,LMI11_001601,FALSE,FALSE
LMI11,OG0003219,LMI11_002461,FALSE,FALSE
LMI11,OG0003225,LMI11_003390,FALSE,FALSE
LMI11,OG0003226,LMI11_003395,FALSE,FALSE
LMI11,OG0003227,LMI11_003396,FALSE,FALSE
LMI11,OG0003232,LMI11_003391,FALSE,FALSE
LMI11,OG0003233,LMI11_003394,FALSE,FALSE
LMI11,OG0003243,LMI11_002024,FALSE,FALSE
LMI11,OG0003331,LMI11_001135,FALSE,FALSE
LMI11,OG0003439,LMI11_001246,FALSE,FALSE
LMI12,OG0000100,LMI12_002874,FALSE,FALSE
LMI12,OG0000100,LMI12_003105,FALSE,FALSE
LMI12,OG0000100,LMI12_003700,FALSE,FALSE
LMI12,OG0000108,LMI12_000975,FALSE,FALSE
LMI12,OG0000108,LMI12_001636,FALSE,FALSE
LMI12,OG0000108,LMI12_002890,FALSE,FALSE
LMI12,OG0000197,LMI12_001564,FALSE,FALSE
LMI12,OG0000344,LMI12_000779,FALSE,FALSE
LMI12,OG0000344,LMI12_001130,FALSE,FALSE
LMI12,OG0000359,LMI12_001933,FALSE,FALSE
LMI12,OG0000359,LMI12_004370,FALSE,FALSE
LMI12,OG0000609,LMI12_000982,FALSE,FALSE
LMI12,OG0000609,LMI12_002491,FALSE,FALSE
LMI12,OG0001122,LMI12_000933,FALSE,FALSE
LMI12,OG0001122,LMI12_002237,FALSE,FALSE
LMI12,OG0001122,LMI12_004019,FALSE,FALSE
LMI12,OG0001624,LMI12_002157,FALSE,FALSE
LMI12,OG0001624,LMI12_004215,FALSE,FALSE
LMI12,OG0001626,LMI12_001582,FALSE,FALSE
LMI12,OG0001626,LMI12_003337,FALSE,FALSE
LMI12,OG0001681,LMI12_001619,FALSE,FALSE
LMI12,OG0001681,LMI12_001862,FALSE,FALSE
LMI12,OG0001839,LMI12_001355,FALSE,FALSE
LMI12,OG0001839,LMI12_002235,FALSE,FALSE
LMI12,OG0001860,LMI12_002909,FALSE,FALSE
LMI12,OG0001904,LMI12_000342,FALSE,FALSE
LMI12,OG0001923,LMI12_001589,FALSE,FALSE
LMI12,OG0001961,LMI12_001020,FALSE,FALSE
LMI12,OG0001981,LMI12_000777,FALSE,FALSE
LMI12,OG0001981,LMI12_001128,FALSE,FALSE
LMI12,OG0002028,LMI12_000778,FALSE,FALSE
LMI12,OG0002028,LMI12_001129,FALSE,FALSE
LMI12,OG0002086,LMI12_004221,FALSE,FALSE
LMI12,OG0002091,LMI12_001686,FALSE,FALSE
LMI12,OG0002091,LMI12_004109,FALSE,FALSE
LMI12,OG0002112,LMI12_003844,FALSE,FALSE
LMI12,OG0002151,LMI12_001644,FALSE,FALSE
LMI12,OG0002159,LMI12_002834,FALSE,FALSE
LMI12,OG0002174,LMI12_003794,FALSE,FALSE
LMI12,OG0002176,LMI12_003817,FALSE,FALSE
LMI12,OG0002178,LMI12_003855,FALSE,FALSE
LMI12,OG0002181,LMI12_003317,FALSE,FALSE
LMI12,OG0002193,LMI12_002162,FALSE,FALSE
LMI12,OG0002194,LMI12_001357,FALSE,FALSE
LMI12,OG0002204,LMI12_001827,FALSE,FALSE
LMI12,OG0002234,LMI12_001943,FALSE,FALSE
LMI12,OG0002278,LMI12_000121,FALSE,FALSE
LMI12,OG0002286,LMI12_001502,FALSE,FALSE
LMI12,OG0002286,LMI12_001699,FALSE,FALSE
LMI12,OG0002342,LMI12_000781,FALSE,FALSE
LMI12,OG0002344,LMI12_004070,FALSE,FALSE
LMI12,OG0002349,LMI12_002280,FALSE,FALSE
LMI12,OG0002361,LMI12_001013,FALSE,FALSE
LMI12,OG0002362,LMI12_001014,FALSE,FALSE
LMI12,OG0002374,LMI12_004198,FALSE,FALSE
LMI12,OG0002394,LMI12_002411,FALSE,FALSE
LMI12,OG0002409,LMI12_002133,FALSE,FALSE
LMI12,OG0002477,LMI12_002666,FALSE,FALSE
LMI12,OG0002485,LMI12_001586,FALSE,FALSE
LMI12,OG0002485,LMI12_004104,FALSE,FALSE
LMI12,OG0002559,LMI12_001125,FALSE,FALSE
LMI12,OG0002559,LMI12_001132,FALSE,FALSE
LMI12,OG0002576,LMI12_004152,FALSE,FALSE
LMI12,OG0002577,LMI12_004153,FALSE,FALSE
LMI12,OG0002602,LMI12_000178,FALSE,FALSE
LMI12,OG0002638,LMI12_001501,FALSE,FALSE
LMI12,OG0002678,LMI12_004371,FALSE,FALSE
LMI12,OG0002704,LMI12_000844,FALSE,FALSE
LMI12,OG0002705,LMI12_000843,FALSE,FALSE
LMI12,OG0002757,LMI12_000920,FALSE,FALSE
LMI12,OG0002801,LMI12_001371,FALSE,FALSE
LMI12,OG0002810,LMI12_002209,FALSE,FALSE
LMI12,OG0002975,LMI12_000919,FALSE,FALSE
LMI12,OG0002982,LMI12_004189,FALSE,FALSE
LMI12,OG0003002,LMI12_001415,FALSE,FALSE
LMI12,OG0003089,LMI12_001131,FALSE,FALSE
LMI12,OG0003104,LMI12_002024,FALSE,FALSE
LMI12,OG0003135,LMI12_004197,FALSE,FALSE
LMI12,OG0003135,LMI12_004394,FALSE,FALSE
LMI12,OG0003179,LMI12_000673,FALSE,FALSE
LMI12,OG0003197,LMI12_001633,FALSE,FALSE
LMI12,OG0003243,LMI12_002403,FALSE,FALSE
LMI12,OG0003292,LMI12_004250,FALSE,FALSE
LMI12,OG0003293,LMI12_004244,FALSE,FALSE
LMI12,OG0003415,LMI12_004257,FALSE,FALSE
LMI12,OG0003521,LMI12_002297,FALSE,FALSE
LMI12,OG0003728,LMI12_002428,FALSE,FALSE
LMI13,OG0000108,LMI13_001557,FALSE,FALSE
LMI13,OG0000197,LMI13_001687,FALSE,FALSE
LMI13,OG0000359,LMI13_003214,FALSE,FALSE
LMI13,OG0000609,LMI13_003455,FALSE,FALSE
LMI13,OG0001624,LMI13_000591,FALSE,FALSE
LMI13,OG0001624,LMI13_002648,FALSE,FALSE
LMI13,OG0001839,LMI13_003468,FALSE,FALSE
LMI13,OG0001860,LMI13_001140,FALSE,FALSE
LMI13,OG0001860,LMI13_003633,FALSE,FALSE
LMI13,OG0001904,LMI13_000407,FALSE,FALSE
LMI13,OG0001923,LMI13_003449,FALSE,FALSE
LMI13,OG0001961,LMI13_001180,FALSE,FALSE
LMI13,OG0001961,LMI13_001330,FALSE,FALSE
LMI13,OG0002091,LMI13_001364,FALSE,FALSE
LMI13,OG0002112,LMI13_000296,FALSE,FALSE
LMI13,OG0002151,LMI13_003636,FALSE,FALSE
LMI13,OG0002152,LMI13_002207,FALSE,FALSE
LMI13,OG0002173,LMI13_000385,FALSE,FALSE
LMI13,OG0002174,LMI13_000353,FALSE,FALSE
LMI13,OG0002176,LMI13_002603,FALSE,FALSE
LMI13,OG0002178,LMI13_000930,FALSE,FALSE
LMI13,OG0002181,LMI13_001800,FALSE,FALSE
LMI13,OG0002193,LMI13_003452,FALSE,FALSE
LMI13,OG0002194,LMI13_003470,FALSE,FALSE
LMI13,OG0002204,LMI13_003456,FALSE,FALSE
LMI13,OG0002234,LMI13_002282,FALSE,FALSE
LMI13,OG0002278,LMI13_003106,FALSE,FALSE
LMI13,OG0002286,LMI13_001695,FALSE,FALSE
LMI13,OG0002349,LMI13_000888,FALSE,FALSE
LMI13,OG0002361,LMI13_002324,FALSE,FALSE
LMI13,OG0002362,LMI13_002323,FALSE,FALSE
LMI13,OG0002394,LMI13_001162,FALSE,FALSE
LMI13,OG0002409,LMI13_000967,FALSE,FALSE
LMI13,OG0002434,LMI13_000927,FALSE,FALSE
LMI13,OG0002477,LMI13_002788,FALSE,FALSE
LMI13,OG0002576,LMI13_002706,FALSE,FALSE
LMI13,OG0002577,LMI13_002707,FALSE,FALSE
LMI13,OG0002595,LMI13_001376,FALSE,FALSE
LMI13,OG0002600,LMI13_000336,FALSE,FALSE
LMI13,OG0002602,LMI13_000350,FALSE,FALSE
LMI13,OG0002638,LMI13_001694,FALSE,FALSE
LMI13,OG0002665,LMI13_003232,FALSE,FALSE
LMI13,OG0002689,LMI13_000017,FALSE,FALSE
LMI13,OG0002693,LMI13_001977,FALSE,FALSE
LMI13,OG0002750,LMI13_002491,FALSE,FALSE
LMI13,OG0002759,LMI13_001986,FALSE,FALSE
LMI13,OG0002811,LMI13_000668,FALSE,FALSE
LMI13,OG0002830,LMI13_001174,FALSE,FALSE
LMI13,OG0002831,LMI13_001173,FALSE,FALSE
LMI13,OG0002915,LMI13_002328,FALSE,FALSE
LMI13,OG0002965,LMI13_000446,FALSE,FALSE
LMI13,OG0003032,LMI13_001248,FALSE,FALSE
LMI13,OG0003120,LMI13_001602,FALSE,FALSE
LMI13,OG0003124,LMI13_001600,FALSE,FALSE
LMI13,OG0003125,LMI13_001601,FALSE,FALSE
LMI13,OG0003219,LMI13_002461,FALSE,FALSE
LMI13,OG0003225,LMI13_003390,FALSE,FALSE
LMI13,OG0003226,LMI13_003395,FALSE,FALSE
LMI13,OG0003227,LMI13_003396,FALSE,FALSE
LMI13,OG0003232,LMI13_003391,FALSE,FALSE
LMI13,OG0003233,LMI13_003394,FALSE,FALSE
LMI13,OG0003243,LMI13_002024,FALSE,FALSE
LMI13,OG0003331,LMI13_000223,FALSE,FALSE
LMI13,OG0003439,LMI13_000112,FALSE,FALSE
LMI1x,OG0000108,LMI1x_001315,FALSE,FALSE
LMI1x,OG0000359,LMI1x_001851,FALSE,FALSE
LMI1x,OG0000609,LMI1x_001025,FALSE,FALSE
LMI1x,OG0001122,LMI1x_000972,FALSE,FALSE
LMI1x,OG0001626,LMI1x_000476,FALSE,FALSE
LMI1x,OG0002159,LMI1x_002117,FALSE,FALSE
LMI1x,OG0002173,LMI1x_001733,FALSE,FALSE
LMI1x,OG0002204,LMI1x_001022,FALSE,FALSE
LMI1x,OG0002234,LMI1x_000665,FALSE,FALSE
LMI1x,OG0002344,LMI1x_002826,FALSE,FALSE
LMI1x,OG0002477,LMI1x_000087,FALSE,FALSE
LMI1x,OG0002595,LMI1x_000203,FALSE,FALSE
LMI1x,OG0002595,LMI1x_001062,FALSE,FALSE
LMI1x,OG0002600,LMI1x_001190,FALSE,FALSE
LMI1x,OG0002602,LMI1x_000267,FALSE,FALSE
LMI1x,OG0002810,LMI1x_000760,FALSE,FALSE
LMI1x,OG0002896,LMI1x_000477,FALSE,FALSE
LMI1x,OG0002915,LMI1x_000461,FALSE,FALSE
LMI1x,OG0003135,LMI1x_000028,FALSE,FALSE
LMI1x,OG0003225,LMI1x_000865,FALSE,FALSE
LMI1x,OG0003226,LMI1x_000869,FALSE,FALSE
LMI1x,OG0003227,LMI1x_000870,FALSE,FALSE
LMI1x,OG0003232,LMI1x_000866,FALSE,FALSE
LMI1x,OG0003233,LMI1x_000202,FALSE,FALSE
LMI1x,OG0003303,LMI1x_001385,FALSE,FALSE
LMI1x,OG0003439,LMI1x_001099,FALSE,FALSE
LMI1x,OG0003721,LMI1x_001165,FALSE,FALSE
LMI1x,OG0003740,LMI1x_000860,FALSE,FALSE
LMS4,OG0000100,LMS4-1.2_001203,FALSE,FALSE
LMS4,OG0000100,LMS4-1.2_001253,FALSE,FALSE
LMS4,OG0000100,LMS4-1.2_001584,FALSE,FALSE
LMS4,OG0000100,LMS4-1.2_001858,FALSE,FALSE
LMS4,OG0000100,LMS4-1.2_003107,FALSE,FALSE
LMS4,OG0000100,LMS4-1.2_003108,FALSE,FALSE
LMS4,OG0000108,LMS4-1.2_000775,FALSE,FALSE
LMS4,OG0000108,LMS4-1.2_000830,FALSE,FALSE
LMS4,OG0000108,LMS4-1.2_001597,FALSE,FALSE
LMS4,OG0000108,LMS4-1.2_002879,FALSE,FALSE
LMS4,OG0000173,LMS4-1.2_002650,FALSE,FALSE
LMS4,OG0000173,LMS4-1.2_002660,FALSE,FALSE
LMS4,OG0000173,LMS4-1.2_002666,FALSE,FALSE
LMS4,OG0000197,LMS4-1.2_001481,FALSE,FALSE
LMS4,OG0000197,LMS4-1.2_002674,FALSE,FALSE
LMS4,OG0000197,LMS4-1.2_003536,FALSE,FALSE
LMS4,OG0000197,LMS4-1.2_003587,FALSE,FALSE
LMS4,OG0000344,LMS4-1.2_002044,FALSE,FALSE
LMS4,OG0000359,LMS4-1.2_002896,FALSE,FALSE
LMS4,OG0000359,LMS4-1.2_003855,FALSE,FALSE
LMS4,OG0000609,LMS4-1.2_002203,FALSE,FALSE
LMS4,OG0000609,LMS4-1.2_002622,FALSE,FALSE
LMS4,OG0000609,LMS4-1.2_002970,FALSE,FALSE
LMS4,OG0001122,LMS4-1.2_000741,FALSE,FALSE
LMS4,OG0001122,LMS4-1.2_001283,FALSE,FALSE
LMS4,OG0001624,LMS4-1.2_000376,FALSE,FALSE
LMS4,OG0001626,LMS4-1.2_000494,FALSE,FALSE
LMS4,OG0001681,LMS4-1.2_000898,FALSE,FALSE
LMS4,OG0001787,LMS4-1.2_002647,TRUE,FALSE
LMS4,OG0001787,LMS4-1.2_002668,TRUE,FALSE
LMS4,OG0001839,LMS4-1.2_002029,FALSE,FALSE
LMS4,OG0001860,LMS4-1.2_003181,FALSE,FALSE
LMS4,OG0001904,LMS4-1.2_002535,FALSE,FALSE
LMS4,OG0001904,LMS4-1.2_003734,FALSE,FALSE
LMS4,OG0001923,LMS4-1.2_002197,FALSE,FALSE
LMS4,OG0001923,LMS4-1.2_002372,FALSE,FALSE
LMS4,OG0001961,LMS4-1.2_003141,FALSE,FALSE
LMS4,OG0001981,LMS4-1.2_002046,FALSE,FALSE
LMS4,OG0002028,LMS4-1.2_002045,FALSE,FALSE
LMS4,OG0002086,LMS4-1.2_002644,FALSE,FALSE
LMS4,OG0002086,LMS4-1.2_002665,FALSE,FALSE
LMS4,OG0002091,LMS4-1.2_001783,FALSE,FALSE
LMS4,OG0002112,LMS4-1.2_000083,FALSE,FALSE
LMS4,OG0002149,LMS4-1.2_002651,TRUE,FALSE
LMS4,OG0002149,LMS4-1.2_002669,TRUE,FALSE
LMS4,OG0002151,LMS4-1.2_001812,FALSE,FALSE
LMS4,OG0002152,LMS4-1.2_000972,FALSE,FALSE
LMS4,OG0002159,LMS4-1.2_002853,FALSE,FALSE
LMS4,OG0002173,LMS4-1.2_003764,FALSE,FALSE
LMS4,OG0002174,LMS4-1.2_003802,FALSE,FALSE
LMS4,OG0002176,LMS4-1.2_000445,FALSE,FALSE
LMS4,OG0002178,LMS4-1.2_003311,FALSE,FALSE
LMS4,OG0002181,LMS4-1.2_001722,FALSE,FALSE
LMS4,OG0002191,LMS4-1.2_001767,FALSE,FALSE
LMS4,OG0002191,LMS4-1.2_002536,FALSE,FALSE
LMS4,OG0002193,LMS4-1.2_002200,FALSE,FALSE
LMS4,OG0002194,LMS4-1.2_002027,FALSE,FALSE
